Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera,Lifestyle
ind-ESP_O2.UC13.1_k99_195846,Industrial,Industrial,Industrial,preVC_483,Clustered,VC_483_0,6.0,0.569,1.0,3.1495135485384798,0.569,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC13.1_k99_195849,Industrial,Industrial,Industrial,preVC_46,Clustered,VC_46_0,22.0,0.6138,1.0,6.074278555221193,0.6138,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC13.1_k99_2650,Industrial,Industrial,Industrial,preVC_62,Clustered/Singleton,VC_62_1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC13.1_k99_51411_1,Industrial,Industrial,Industrial,preVC_37,Clustered,VC_37_0,14.0,0.6764,1.0,5.711411346920388,0.6764,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC13.1_k99_67849_1,Industrial,Industrial,Industrial,,Overlap (VC_146/VC_409),,,,,,,,,,,Temperate
ind-ESP_O2.UC13.1_k99_87609_1,Industrial,Industrial,Industrial,preVC_36,Clustered,VC_36_0,25.0,0.8407,1.0,3.2084618429126976,0.8407,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC14.1_k99_117697,Industrial,Industrial,Industrial,preVC_366,Clustered,VC_366_0,10.0,0.7015,1.0,4.196936928703551,0.7015,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC14.1_k99_130064,Industrial,Industrial,Industrial,,Overlap (VC_104/VC_105),,,,,,,,,,,Lytic
ind-ESP_O2.UC14.1_k99_130066,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC14.1_k99_87522,Industrial,Industrial,Industrial,preVC_633,Clustered,VC_633_0,10.0,0.9965,0.99999965,5.594785098905525,0.9965,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.0_k99_38056,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC15.0_k99_71368,Industrial,Industrial,Industrial,preVC_190,Clustered,VC_190_0,22.0,0.397,1.0,3.757678131815705,0.397,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.1_k99_106035,Industrial,Industrial,Industrial,preVC_375,Clustered,VC_375_0,15.0,0.3893,1.0,4.924025898113856,0.3893,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.1_k99_108155,Industrial,Industrial,Industrial,preVC_101,Clustered,VC_101_0,32.0,0.9165,1.0,3.9767114765506895,0.9165,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.1_k99_18878,Industrial,Industrial,Industrial,preVC_217,Clustered,VC_217_1,19.0,0.8328,1.0,6.703592323750675,0.8328,0.9649,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.1_k99_733_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC15.2_k99_110582_1,Industrial,Industrial,Industrial,preVC_176,Clustered,VC_176_0,21.0,0.6277,1.0,7.425921942241447,0.6277,0.8571,1.0,1.0,1.0,Temperate
ind-ESP_O2.UC15.2_k99_24618,Industrial,Industrial,Industrial,preVC_217,Clustered,VC_217_1,19.0,0.8328,1.0,6.703592323750675,0.8328,0.9649,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC15.2_k99_99133,Industrial,Industrial,Industrial,preVC_101,Clustered,VC_101_0,32.0,0.9165,1.0,3.9767114765506895,0.9165,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC16.1_k99_107253_1,Industrial,Industrial,Industrial,preVC_110,Clustered,VC_110_0,14.0,0.6201,1.0,4.8315126426192245,0.6201,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC16.1_k99_120145,Industrial,Industrial,Industrial,preVC_264,Clustered,VC_264_0,7.0,0.8534,1.0,2.5690120953234032,0.8534,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC17.1_k99_107044,Industrial,Industrial,Industrial,preVC_320,Clustered,VC_320_0,11.0,0.8414,1.0,1.062497003529234,0.8414,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC17.1_k99_96168_1,Industrial,Industrial,Industrial,preVC_31,Clustered,VC_31_1,23.0,0.543,1.0,6.9850426787505855,0.543,0.9328,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC18.1_k99_46585_1,Industrial,Industrial,Industrial,preVC_153,Clustered,VC_153_1,10.0,0.556,1.0,6.563715333278427,0.556,0.8889,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC18.1_k99_68342_1,Industrial,Industrial,Industrial,preVC_119,Clustered,VC_119_0,8.0,0.7204,1.0,2.124935275857468,0.7204,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC18.1_k99_84514,Industrial,Industrial,Industrial,preVC_254,Clustered,VC_254_0,32.0,0.916,1.0,1.3639119772167403,0.916,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC19.1_k99_11975,Industrial,Industrial,Industrial,preVC_477,Clustered,VC_477_0,19.0,0.7346,1.0,7.876134767812843,0.7346,0.9591,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC19.1_k99_23144,Industrial,Industrial,Industrial,preVC_500,Clustered,VC_500_0,2.0,0.1789,0.90037769,0.0,0.1611,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC19.1_k99_30712,Industrial,Industrial,Industrial,,Singleton,,,,,,,,,,,Lytic
ind-ESP_O2.UC19.1_k99_6349_1,Industrial,Industrial,Industrial,preVC_154,Clustered,VC_154_0,6.0,0.4317,1.0,5.180929968157625,0.4317,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC2.1_k99_148914_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC2.1_k99_161704_1,Industrial,Industrial,Industrial,preVC_36,Clustered,VC_36_0,25.0,0.8407,1.0,3.2084618429126976,0.8407,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC2.1_k99_178493,Industrial,Industrial,Industrial,preVC_366,Clustered,VC_366_0,10.0,0.7015,1.0,4.196936928703551,0.7015,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_179646_1,Industrial,Industrial,Industrial,preVC_38,Clustered,VC_38_0,13.0,0.5998,1.0,3.881003808287095,0.5998,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC2.1_k99_180293,Industrial,Industrial,Industrial,preVC_301,Clustered,VC_301_0,9.0,0.8572,1.0,2.674425683272798,0.8572,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180294,Industrial,Industrial,Industrial,preVC_45,Clustered,VC_45_0,23.0,0.7621,1.0,5.63299317366044,0.7621,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180296,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180298,Industrial,Industrial,Industrial,preVC_635,Clustered,VC_635_0,2.0,1.0,0.0,6.164414002968976,0.0,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180299,Industrial,Industrial,Industrial,preVC_477,Clustered,VC_477_0,19.0,0.7346,1.0,7.876134767812843,0.7346,0.9591,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180300,Industrial,Industrial,Industrial,preVC_213,Clustered,VC_213_0,32.0,0.7725,1.0,5.239430873989504,0.7725,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180302,Industrial,Industrial,Industrial,preVC_96,Clustered,VC_96_0,40.0,0.8309,1.0,4.911738881642996,0.8309,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180306,Industrial,Industrial,Industrial,,Overlap (VC_107/VC_109),,,,,,,,,,,Lytic
ind-ESP_O2.UC2.1_k99_180308,Industrial,Industrial,Industrial,preVC_197,Clustered,VC_197_0,7.0,0.615,1.0,2.384080712109538,0.615,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_180311,Industrial,Industrial,Industrial,preVC_196,Clustered,VC_196_0,5.0,0.8887,0.99732938,3.1029656956841114,0.8863,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC2.1_k99_46572_1,Industrial,Industrial,Industrial,preVC_37,Clustered,VC_37_0,14.0,0.6764,1.0,5.711411346920388,0.6764,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC20.1_k99_109640_1,Industrial,Industrial,Industrial,preVC_63,Clustered,VC_63_0,8.0,0.265,1.0,6.34471858165279,0.265,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC20.1_k99_116802,Industrial,Industrial,Industrial,preVC_77,Clustered,VC_77_7,4.0,0.0605,0.9999735,8.485353127299645,0.0605,0.6667,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC20.1_k99_116803,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC20.1_k99_116808,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-ESP_O2.UC20.1_k99_1796_1,Industrial,Industrial,Industrial,preVC_396,Clustered,VC_396_0,8.0,0.4552,1.0,6.248550156631359,0.4552,1.0,1.0,1.0,1.0,Temperate
ind-ESP_O2.UC20.1_k99_61587_1,Industrial,Industrial,Industrial,preVC_37,Clustered,VC_37_0,14.0,0.6764,1.0,5.711411346920388,0.6764,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC20.1_k99_8834_1,Industrial,Industrial,Industrial,preVC_266,Clustered,VC_266_0,21.0,0.9255,1.0,3.9268050050573575,0.9255,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC21.1_k99_141974,Industrial,Industrial,Industrial,preVC_213,Clustered,VC_213_0,32.0,0.7725,1.0,5.239430873989504,0.7725,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC21.1_k99_141984,Industrial,Industrial,Industrial,preVC_637,Clustered,VC_637_0,3.0,0.1456,0.70552625,3.2835695701603824,0.1027,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC21.1_k99_52687,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-ESP_O2.UC21.1_k99_83564,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC22.1_k99_124423,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC22.1_k99_124424,Industrial,Industrial,Industrial,preVC_157,Clustered,VC_157_0,4.0,0.1313,0.99635644,8.592797480835214,0.1308,0.6667,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC22.1_k99_124435,Industrial,Industrial,Industrial,preVC_487,Clustered,VC_487_0,12.0,0.9151,1.0,0.5491309195018075,0.9151,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC22.1_k99_52846_1,Industrial,Industrial,Industrial,preVC_396,Clustered,VC_396_0,8.0,0.4552,1.0,6.248550156631359,0.4552,1.0,1.0,1.0,1.0,Temperate
ind-ESP_O2.UC23.1_k99_65014,Industrial,Industrial,Industrial,,Overlap (VC_338/VC_344),,,,,,,,,,,Lytic
ind-ESP_O2.UC23.1_k99_90724_1,Industrial,Industrial,Industrial,,Overlap (VC_358/VC_578/VC_626),,,,,,,,,,,Temperate
ind-ESP_O2.UC23.1_k99_93651,Industrial,Industrial,Industrial,preVC_136,Clustered,VC_136_0,33.0,0.8906,1.0,4.124918548970179,0.8906,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC24.1_k99_128056,Industrial,Industrial,Industrial,,Overlap (VC_187/VC_256),,,,,,,,,,,Lytic
ind-ESP_O2.UC24.1_k99_137539,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_3,19.0,0.3013,1.0,7.568251428026508,0.3013,0.8772,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC26.1_k99_30799,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_4,11.0,0.1568,1.0,7.662669966118577,0.1568,0.8727,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_34102_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC27.1_k99_55969_1,Industrial,Industrial,Industrial,,Overlap (VC_65/VC_78),,,,,,,,,,,Temperate
ind-ESP_O2.UC27.1_k99_57291_1,Industrial,Industrial,Industrial,,Overlap (VC_358/VC_578/VC_626),,,,,,,,,,,Temperate
ind-ESP_O2.UC27.1_k99_82703,Industrial,Industrial,Industrial,preVC_558,Clustered,VC_558_0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84205,Industrial,Industrial,Industrial,preVC_16,Clustered,VC_16_3,11.0,0.2949,1.0,4.717514033230107,0.2949,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84207,Industrial,Industrial,Industrial,preVC_213,Clustered,VC_213_0,32.0,0.7725,1.0,5.239430873989504,0.7725,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84208,Industrial,Industrial,Industrial,preVC_177,Clustered,VC_177_1,19.0,0.1105,1.0,8.026203512850794,0.1105,0.9181,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84209,Industrial,Industrial,Industrial,preVC_302,Clustered,VC_302_0,5.0,1.0,0.0,1.370674230225704,0.0,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84211,Industrial,Industrial,Industrial,preVC_307,Clustered,VC_307_0,5.0,0.2622,0.99999989,5.829284992354641,0.2622,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC27.1_k99_84214,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC28.0_k99_174883,Industrial,Industrial,Industrial,,Overlap (VC_188/VC_191),,,,,,,,,,,Lytic
ind-ESP_O2.UC28.0_k99_179241,Industrial,Industrial,Industrial,,Overlap (VC_104/VC_105),,,,,,,,,,,Lytic
ind-ESP_O2.UC28.0_k99_230875,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_3,19.0,0.3013,1.0,7.568251428026508,0.3013,0.8772,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.0_k99_230886,Industrial,Industrial,Industrial,preVC_598,Clustered,VC_598_0,3.0,0.0977,0.99667338,4.75124999348206,0.0974,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.0_k99_230889,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.0_k99_51851,Industrial,Industrial,Industrial,preVC_386,Clustered,VC_386_0,10.0,0.4777,1.0,5.734028270210408,0.4777,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.1_k99_115132,Industrial,Industrial,Industrial,preVC_437,Clustered,VC_437_0,12.0,0.9157,1.0,1.247450288656703,0.9157,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.1_k99_135921,Industrial,Industrial,Industrial,preVC_338,Clustered,VC_338_2,7.0,0.1078,1.0,8.16705562393249,0.1078,0.9048,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.1_k99_169192_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC28.1_k99_180651,Industrial,Industrial,Industrial,,Overlap (VC_340/VC_628),,,,,,,,,,,Lytic
ind-ESP_O2.UC28.1_k99_62618_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC28.1_k99_92502,Industrial,Industrial,Industrial,,Overlap (VC_104/VC_105),,,,,,,,,,,Lytic
ind-ESP_O2.UC28.2_k99_126157,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.2_k99_15066,Industrial,Industrial,Industrial,preVC_131,Clustered,VC_131_1,12.0,0.4384,1.0,6.0635317371242605,0.4384,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.2_k99_193762,Industrial,Industrial,Industrial,preVC_466,Clustered,VC_466_3,19.0,0.3013,1.0,7.568251428026508,0.3013,0.8772,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.2_k99_193764,Industrial,Industrial,Industrial,,Overlap (VC_104/VC_105),,,,,,,,,,,Lytic
ind-ESP_O2.UC28.2_k99_61021,Industrial,Industrial,Industrial,preVC_626,Clustered,VC_626_0,4.0,0.5556,0.99996825,3.348922741757657,0.5556,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC28.2_k99_93525,Industrial,Industrial,Industrial,preVC_386,Clustered,VC_386_0,10.0,0.4777,1.0,5.734028270210408,0.4777,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_110829,Industrial,Industrial,Industrial,preVC_136,Clustered,VC_136_0,33.0,0.8906,1.0,4.124918548970179,0.8906,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_133446,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-ESP_O2.UC29.1_k99_133891,Industrial,Industrial,Industrial,preVC_190,Clustered,VC_190_0,22.0,0.397,1.0,3.757678131815705,0.397,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141391,Industrial,Industrial,Industrial,preVC_278,Clustered,VC_278_0,3.0,0.7848,0.9278018,0.0,0.7281,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141392,Industrial,Industrial,Industrial,preVC_107,Clustered,VC_107_0,2.0,0.509,0.87030869,1.4142135623730951,0.443,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141394,Industrial,Industrial,Industrial,preVC_315,Clustered,VC_315_0,13.0,0.9711,0.99999992,1.771017774244154,0.9711,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141395,Industrial,Industrial,Industrial,,Outlier,,,,,,,,,,,Lytic
ind-ESP_O2.UC29.1_k99_141400,Industrial,Industrial,Industrial,preVC_108,Clustered,VC_108_0,2.0,0.127,0.88827265,4.358898943540674,0.1129,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141401,Industrial,Industrial,Industrial,,Overlap (VC_78/VC_221),,,,,,,,,,,Lytic
ind-ESP_O2.UC29.1_k99_141403,Industrial,Industrial,Industrial,preVC_18,Clustered,VC_18_2,2.0,0.0393,0.91006934,5.477225575051661,0.0358,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141405,Industrial,Industrial,Industrial,preVC_295,Clustered,VC_295_0,17.0,0.8111,1.0,2.0143375873285656,0.8111,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141410,Industrial,Industrial,Industrial,preVC_166,Clustered,VC_166_0,30.0,0.989,1.0,3.7492204660144974,0.989,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141412,Industrial,Industrial,Industrial,preVC_109,Clustered,VC_109_0,2.0,0.6271,0.86681943,2.6457513110645907,0.5435,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141416,Industrial,Industrial,Industrial,preVC_652,Clustered,VC_652_0,3.0,0.7281,0.97619048,2.6666666666666665,0.7108,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_141420,Industrial,Industrial,Industrial,preVC_653,Clustered,VC_653_0,2.0,0.7385,0.33333333,0.0,0.2462,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_37498,Industrial,Industrial,Industrial,preVC_264,Clustered,VC_264_0,7.0,0.8534,1.0,2.5690120953234032,0.8534,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_44714,Industrial,Industrial,Industrial,preVC_65,Clustered,VC_65_0,3.0,0.1191,0.99716275,6.830687254391974,0.1187,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC29.1_k99_66998,Industrial,Industrial,Industrial,,Overlap (VC_3/VC_4),,,,,,,,,,,Lytic
ind-ESP_O2.UC29.1_k99_98447,Industrial,Industrial,Industrial,preVC_654,Clustered,VC_654_0,2.0,0.3593,0.90961759,0.0,0.3268,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC3.1_k99_134708,Industrial,Industrial,Industrial,preVC_130,Clustered,VC_130_0,59.0,0.9075,1.0,4.227062096994467,0.9075,1.0,1.0,1.0,0.0,Lytic
ind-ESP_O2.UC3.1_k99_134709,Industrial,Industrial,Industrial,preVC_55,Clustered,VC_55_4,10.0,0.1449,1.0,7.299092675895147,0.1449,0.9778,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC3.1_k99_134711,Industrial,Industrial,Industrial,preVC_488,Clustered,VC_488_0,5.0,0.4635,0.99999974,0.965685424949238,0.4635,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC3.1_k99_19010,Industrial,Industrial,Industrial,preVC_658,Clustered,VC_658_0,5.0,0.6151,0.99999962,5.603356807590173,0.6151,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC3.1_k99_36642_1,Industrial,Industrial,Industrial,preVC_170,Clustered,VC_170_0,34.0,0.987,1.0,2.8381666893289044,0.987,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC30.1_k99_122425_1,Industrial,Industrial,Industrial,preVC_514,Clustered,VC_514_0,18.0,0.9818,1.0,5.410500280454293,0.9818,1.0,1.0,1.0,1.0,Temperate
ind-ESP_O2.UC30.1_k99_131005,Industrial,Industrial,Industrial,preVC_558,Clustered,VC_558_0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC30.1_k99_131789,Industrial,Industrial,Industrial,preVC_295,Clustered,VC_295_0,17.0,0.8111,1.0,2.0143375873285656,0.8111,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC30.1_k99_131794,Industrial,Industrial,Industrial,preVC_210,Clustered,VC_210_0,27.0,0.961,1.0,3.869429653156665,0.961,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC30.1_k99_131796,Industrial,Industrial,Industrial,preVC_480,Clustered,VC_480_0,2.0,0.1676,0.90336082,6.855654600401044,0.1514,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC30.1_k99_54664_1,Industrial,Industrial,Industrial,preVC_397,Clustered,VC_397_0,4.0,0.2948,0.99996932,3.704382483069715,0.2948,1.0,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC30.1_k99_81652,Industrial,Industrial,Industrial,preVC_97,Clustered,VC_97_0,10.0,0.5139,1.0,4.875347006968521,0.5139,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_150978,Industrial,Industrial,Industrial,preVC_158,Clustered,VC_158_0,17.0,0.6518,1.0,5.928742842467144,0.6518,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_163388,Industrial,Industrial,Industrial,preVC_55,Clustered,VC_55_2,32.0,0.4332,1.0,7.902760567283339,0.4332,0.9577,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_163389,Industrial,Industrial,Industrial,preVC_55,Clustered,VC_55_4,10.0,0.1449,1.0,7.299092675895147,0.1449,0.9778,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_163392,Industrial,Industrial,Industrial,preVC_295,Clustered,VC_295_0,17.0,0.8111,1.0,2.0143375873285656,0.8111,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_38542_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC31.1_k99_69375_1,Industrial,Industrial,Industrial,preVC_156,Clustered,VC_156_0,42.0,0.6784,1.0,7.709913765855186,0.6784,0.8374,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC31.1_k99_85208,Industrial,Industrial,Industrial,preVC_69,Clustered,VC_69_0,4.0,0.3997,0.99995341,1.2440169358562922,0.3997,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC31.1_k99_87967_1,Industrial,Industrial,Industrial,preVC_176,Clustered,VC_176_0,21.0,0.6277,1.0,7.425921942241447,0.6277,0.8571,1.0,1.0,1.0,Temperate
ind-ESP_O2.UC32.1_k99_122728_1,Industrial,Industrial,Industrial,preVC_31,Clustered,VC_31_1,23.0,0.543,1.0,6.9850426787505855,0.543,0.9328,0.0,0.0,0.0,Temperate
ind-ESP_O2.UC32.1_k99_49883,Industrial,Industrial,Industrial,preVC_131,Clustered,VC_131_0,9.0,0.2361,1.0,6.102478954456228,0.2361,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC32.1_k99_88270_1,Industrial,Industrial,Industrial,preVC_403,Clustered,VC_403_3,26.0,0.4371,1.0,8.205181042308565,0.4371,0.9108,1.0,1.0,0.0,Temperate
ind-ESP_O2.UC35.1_k99_130248,Industrial,Industrial,Industrial,preVC_314,Clustered,VC_314_0,20.0,0.9907,0.99999998,1.4864764664585168,0.9907,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC35.1_k99_148862,Industrial,Industrial,Industrial,preVC_210,Clustered,VC_210_0,27.0,0.961,1.0,3.869429653156665,0.961,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC35.1_k99_148868,Industrial,Industrial,Industrial,preVC_544,Clustered,VC_544_0,16.0,0.9567,1.0,0.325,0.9567,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC35.1_k99_148871,Industrial,Industrial,Industrial,preVC_167,Clustered,VC_167_0,5.0,0.2023,0.99999993,4.318012590237657,0.2023,1.0,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC35.1_k99_29916,Industrial,Industrial,Industrial,preVC_661,Clustered,VC_661_1,27.0,0.543,1.0,8.04885037014435,0.543,0.9145,0.0,0.0,0.0,Lytic
ind-ESP_O2.UC35.1_k99_90619_1,Industrial,Industrial,Industrial,,Overlap (VC_343/VC_664),,,,,,,,,,,Temperate
